Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NC_000962.3	2212855	2214126		plus	Mce family protein Mce3D	mce3D	885940	protein-coding			NP_216485.1	Mce family protein Mce3D	423	Rv1969
NC_000962.3	2214123	2215256		plus	Mce family lipoprotein LprM	lprM	885939	protein-coding			NP_216486.1	Mce family lipoprotein LprM	377	Rv1970
NC_000962.3	2215257	2216570		plus	Mce family protein Mce3F	mce3F	885938	protein-coding			NP_216487.1	Mce family protein Mce3F	437	Rv1971
NC_000962.3	2216592	2217167		plus	Mce associated membrane protein		885937	protein-coding			NP_216488.1	Mce associated membrane protein	191	Rv1972
NC_000962.3	2217164	2217646		plus	Mce associated membrane protein		885936	protein-coding			NP_216489.1	Mce associated membrane protein	160	Rv1973
NC_000962.3	2217659	2218036		plus	membrane protein		885935	protein-coding			NP_216490.1	membrane protein	125	Rv1974
NC_000962.3	2218052	2218717		plus	hypothetical protein		885934	protein-coding			NP_216491.1	hypothetical protein	221	Rv1975
NC_000962.3	2218844	2219251		minus	hypothetical protein		885933	protein-coding			NP_216492.1	hypothetical protein	135	Rv1976c
NC_000962.3	2219754	2220800		plus	hypothetical protein		885931	protein-coding			NP_216493.1	hypothetical protein	348	Rv1977
NC_000962.3	2220908	2221756		plus	hypothetical protein		885928	protein-coding			NP_216494.1	hypothetical protein	282	Rv1978
NC_000962.3	2221719	2223164		minus	permease		885819	protein-coding			NP_216495.2	permease	481	Rv1979c
NC_000962.3	2223343	2224029		minus	immunogenic protein Mpt64	mpt64	885925	protein-coding			NP_216496.1	immunogenic protein Mpt64	228	Rv1980c
NC_000962.3	2224220	2225188		minus	ribonucleoside-diphosphate reductase subunit beta NrdF1	nrdF1	885923	protein-coding			YP_177853.1	ribonucleoside-diphosphate reductase subunit beta NrdF1	322	Rv1981c
NC_000962.3	2225413	2225832		minus	ribonuclease VapC36	vapC36	885816	protein-coding			NP_216498.1	ribonuclease VapC36	139	Rv1982c
NC_000962.3	2225841	2226101		minus	antitoxin VapB36	vapB36	11117810	protein-coding			YP_004837054.1	antitoxin VapB36	86	Rv1982A
NC_000962.3	2226244	2227920		plus	PE-PGRS family protein PE_PGRS35	PE_PGRS35	885921	protein-coding			YP_177854.1	PE-PGRS family protein PE_PGRS35	558	Rv1983
NC_000962.3	2227908	2228561		minus	cutinase	cfp21	885813	protein-coding			NP_216500.1	cutinase	217	Rv1984c
NC_000962.3	2228676	2228906		plus	hypothetical protein		19394676	protein-coding			YP_009030034.1	hypothetical protein	76	RV1984a
NC_000962.3	2228991	2229902		minus	HTH-type transcriptional regulator		885818	protein-coding			NP_216501.1	HTH-type transcriptional regulator	303	Rv1985c
NC_000962.3	2230011	2230610		plus	amino acid transporter		885635	protein-coding			NP_216502.1	amino acid transporter	199	Rv1986
NC_000962.3	2231026	2231454		plus	chitinase		885815	protein-coding			NP_216503.1	chitinase	142	Rv1987
NC_000962.3	2231680	2232219		plus	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(37)	erm(37)	885632	protein-coding			NP_216504.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(37)	179	Rv1988
NC_000962.3	2232739	2233299		minus	hypothetical protein		885810	protein-coding			NP_216505.1	hypothetical protein	186	Rv1989c
NC_000962.3	2233296	2233637		minus	transcriptional regulator		885422	protein-coding			NP_216506.1	transcriptional regulator	113	Rv1990c
NC_000962.3	2234305	2234649		minus	mRNA interferase MazF6	mazF6	885634	protein-coding			NP_216507.1	mRNA interferase MazF6	114	Rv1991c
NC_000962.3	2234643	2234891		minus	antitoxin MazE6	mazE6	14515890	protein-coding			YP_007410673.1	antitoxin MazE6	82	Rv1991A
NC_000962.3	2234991	2237306		minus	cation transporter ATPase G	ctpG	888914	protein-coding			NP_216508.1	cation transporter ATPase G	771	Rv1992c
NC_000962.3	2237303	2237575		minus	hypothetical protein		885631	protein-coding			NP_216509.1	hypothetical protein	90	Rv1993c
NC_000962.3	2237628	2237984		minus	HTH-type transcriptional regulator CmtR	cmtR	888889	protein-coding			NP_216510.1	HTH-type transcriptional regulator CmtR	118	Rv1994c
NC_000962.3	2238141	2238908		plus	hypothetical protein		888917	protein-coding			NP_216511.1	hypothetical protein	255	Rv1995
NC_000962.3	2239004	2239957		plus	universal stress protein		888863	protein-coding			NP_216512.1	universal stress protein	317	Rv1996
NC_000962.3	2240159	2242876		plus	cation transporter ATPase F	ctpF	888867	protein-coding			NP_216513.1	cation transporter ATPase F	905	Rv1997
NC_000962.3	2242945	2243721		minus	hypothetical protein		888853	protein-coding			NP_216514.1	hypothetical protein	258	Rv1998c
NC_000962.3	2243816	2245138		minus	transporter		888881	protein-coding			NP_216515.1	transporter	440	Rv1999c
NC_000962.3	2245209	2246822		plus	hypothetical protein		888864	protein-coding			NP_216516.1	hypothetical protein	537	Rv2000
NC_000962.3	2246832	2247584		plus	hypothetical protein		888880	protein-coding			NP_216517.1	hypothetical protein	250	Rv2001
NC_000962.3	2247660	2248442		plus	3-alpha(or 20-beta)-hydroxysteroid dehydrogenase	fabG3	888857	protein-coding			NP_216518.1	3-alpha(or 20-beta)-hydroxysteroid dehydrogenase	260	Rv2002
NC_000962.3	2248563	2249420		minus	hypothetical protein		888818	protein-coding			NP_216519.1	hypothetical protein	285	Rv2003c
NC_000962.3	2249478	2250974		minus	hypothetical protein		888817	protein-coding			NP_216520.1	hypothetical protein	498	Rv2004c
NC_000962.3	2250996	2251883		minus	universal stress protein		888831	protein-coding			NP_216521.1	universal stress protein	295	Rv2005c
NC_000962.3	2252002	2255985		plus	trehalose-6-phosphate phosphatase OtsB	otsB1	888943	protein-coding			YP_177855.1	trehalose-6-phosphate phosphatase OtsB	1327	Rv2006
NC_000962.3	2256084	2256428		minus	ferredoxin	fdxA	888887	protein-coding			NP_216523.1	ferredoxin	114	Rv2007c
NC_000962.3	2256617	2257942		minus	hypothetical protein		888813	protein-coding			NP_216524.1	hypothetical protein	441	Rv2008c
NC_000962.3	2258030	2258272		plus	antitoxin VapB15	vapB15	888925	protein-coding			NP_216525.1	antitoxin VapB15	80	Rv2009
NC_000962.3	2258273	2258671		plus	ribonuclease VapC15	vapC15	888933	protein-coding			NP_216526.1	ribonuclease VapC15	132	Rv2010
NC_000962.3	2258854	2259285		minus	hypothetical protein		888922	protein-coding			NP_216527.1	hypothetical protein	143	Rv2011c
NC_000962.3	2259326	2259820		plus	hypothetical protein		888927	protein-coding			NP_216528.1	hypothetical protein	164	Rv2012
NC_000962.3	2261816	2263072		minus	hypothetical protein		888378	protein-coding			NP_216531.1	hypothetical protein	418	Rv2015c
NC_000962.3	2263426	2264001		plus	hypothetical protein		888630	protein-coding			NP_216532.1	hypothetical protein	191	Rv2016
NC_000962.3	2263998	2265038		plus	transcriptional regulator		888435	protein-coding			NP_216533.1	transcriptional regulator	346	Rv2017
NC_000962.3	2265280	2265999		plus	hypothetical protein		887560	protein-coding			NP_216534.1	hypothetical protein	239	Rv2018
NC_000962.3	2265989	2266405		plus	hypothetical protein		887665	protein-coding			NP_216535.1	hypothetical protein	138	Rv2019
NC_000962.3	2266805	2267110		minus	transcriptional regulator		888092	protein-coding			NP_216537.1	transcriptional regulator	101	Rv2021c
NC_000962.3	2267119	2267724		minus	hypothetical protein		888129	protein-coding			NP_216538.1	hypothetical protein	201	Rv2022c
NC_000962.3	2267749	2268108		minus	hypothetical protein		887444	protein-coding			NP_216539.1	hypothetical protein	119	Rv2023c
NC_000962.3	2268268	2268726		minus	uncharacterized gene		3205050	pseudogene						Rv2023A
NC_000962.3	2268693	2270240		minus	hypothetical protein		888351	protein-coding			NP_216540.1	hypothetical protein	515	Rv2024c
NC_000962.3	2270750	2271748		minus	cation efflux system protein		888782	protein-coding			NP_216541.1	cation efflux system protein	332	Rv2025c
NC_000962.3	2271863	2272747		minus	universal stress protein		887460	protein-coding			NP_216542.1	universal stress protein	294	Rv2026c
NC_000962.3	2272787	2274508		minus	two component sensor histidine kinase DosT	dosT	888471	protein-coding			NP_216543.1	two component sensor histidine kinase DosT	573	Rv2027c
NC_000962.3	2274569	2275408		minus	universal stress protein		888494	protein-coding			NP_216544.1	universal stress protein	279	Rv2028c
NC_000962.3	2275405	2276424		minus	6-phosphofructokinase PfkB	pfkB	887491	protein-coding			NP_216545.1	6-phosphofructokinase PfkB	339	Rv2029c
NC_000962.3	2276441	2278486		minus	hypothetical protein		887536	protein-coding			NP_216546.1	hypothetical protein	681	Rv2030c
NC_000962.3	2278498	2278932		minus	alpha-crystallin	hspX	887579	protein-coding			NP_216547.1	alpha-crystallin	144	Rv2031c
NC_000962.3	2279129	2280124		plus	NAD(P)H nitroreductase	acg	887582	protein-coding			NP_216548.1	NAD(P)H nitroreductase	331	Rv2032
NC_000962.3	2280240	2281082		minus	hypothetical protein		887972	protein-coding			NP_216549.1	hypothetical protein	280	Rv2033c
NC_000962.3	2281294	2281617		plus	ArsR family HTH-type transcriptional repressor		887859	protein-coding			NP_216550.1	ArsR family HTH-type transcriptional repressor	107	Rv2034
NC_000962.3	2281614	2282102		plus	hypothetical protein		887445	protein-coding			NP_216551.1	hypothetical protein	162	Rv2035
NC_000962.3	2282099	2282740		plus	hypothetical protein		887433	protein-coding			NP_216552.1	hypothetical protein	213	Rv2036
NC_000962.3	2282747	2283721		minus	transmembrane protein		888021	protein-coding			NP_216553.1	transmembrane protein	324	Rv2037c
NC_000962.3	2283723	2284796		minus	sugar ABC transporter ATP-binding protein		887998	protein-coding			NP_216554.1	sugar ABC transporter ATP-binding protein	357	Rv2038c
NC_000962.3	2284799	2285641		minus	sugar ABC transporter permease		887729	protein-coding			NP_216555.1	sugar ABC transporter permease	280	Rv2039c
NC_000962.3	2285628	2286530		minus	sugar ABC transporter permease		887893	protein-coding			NP_216556.1	sugar ABC transporter permease	300	Rv2040c
NC_000962.3	2286527	2287846		minus	sugar ABC transporter substrate-binding lipoprotein		887474	protein-coding			NP_216557.1	sugar ABC transporter substrate-binding lipoprotein	439	Rv2041c
NC_000962.3	2287884	2288681		minus	hypothetical protein		887497	protein-coding			NP_216558.1	hypothetical protein	265	Rv2042c
NC_000962.3	2288681	2289241		minus	pyrazinamidase/nicotinamidase PncA	pncA	888260	protein-coding			NP_216559.1	pyrazinamidase/nicotinamidase PncA	186	Rv2043c
NC_000962.3	2289282	2289599		minus	hypothetical protein		888243	protein-coding			NP_216560.1	hypothetical protein	105	Rv2044c
NC_000962.3	2289685	2291220		minus	carboxylesterase LipT	lipT	888358	protein-coding			NP_216561.1	carboxylesterase LipT	511	Rv2045c
NC_000962.3	2291269	2291925		plus	lipoprotein LppI	lppI	888308	protein-coding			NP_216562.1	lipoprotein LppI	218	Rv2046
NC_000962.3	2291962	2294526		minus	hypothetical protein		888529	protein-coding			NP_216563.1	hypothetical protein	854	Rv2047c
NC_000962.3	2294531	2306986		minus	polyketide synthase	pks12	888350	protein-coding			NP_216564.2	polyketide synthase	4151	Rv2048c
NC_000962.3	2299745	2299886		plus	Putative small regulatory RNA	ASpks	14515896	ncRNA						RVnc0003
NC_000962.3	2307293	2307517		minus	hypothetical protein		888593	protein-coding			NP_216565.1	hypothetical protein	74	Rv2049c
NC_000962.3	2307821	2308156		plus	RNA polymerase-binding protein RbpA		888598	protein-coding			NP_216566.1	RNA polymerase-binding protein RbpA	111	Rv2050
NC_000962.3	2308131	2310755		minus	polyprenol-monophosphomannose synthase	ppm1	887402	protein-coding			NP_216567.1	polyprenol-monophosphomannose synthase	874	Rv2051c
NC_000962.3	2310913	2312517		minus	hypothetical protein		888608	protein-coding			NP_216568.1	hypothetical protein	534	Rv2052c
NC_000962.3	2312522	2313049		minus	transmembrane protein FxsA	fxsA	888768	protein-coding			NP_216569.1	transmembrane protein FxsA	175	Rv2053c
NC_000962.3	2313125	2313838		plus	hypothetical protein		888722	protein-coding			NP_216570.1	hypothetical protein	237	Rv2054
NC_000962.3	2314087	2314353		minus	30S ribosomal protein S18	rpsR2	887817	protein-coding			NP_216571.1	30S ribosomal protein S18	88	Rv2055c
NC_000962.3	2314354	2314659		minus	30S ribosomal protein S14	rpsN2	887819	protein-coding			NP_216572.1	30S ribosomal protein S14	101	Rv2056c
NC_000962.3	2314661	2314825		minus	50S ribosomal protein L33	rpmG1	887807	protein-coding			YP_177856.1	50S ribosomal protein L33	54	Rv2057c
NC_000962.3	2314825	2315061		minus	50S ribosomal protein L28	rpmB2	887801	protein-coding			NP_216574.1	50S ribosomal protein L28	78	Rv2058c
NC_000962.3	2315174	2316709		plus	hypothetical protein		888402	protein-coding			NP_216575.1	hypothetical protein	511	Rv2059
NC_000962.3	2316279	2316680		plus	integral membrane protein		888388	protein-coding			NP_216576.1	integral membrane protein	133	Rv2060
NC_000962.3	2316681	2317085		minus	hypothetical protein		888246	protein-coding			NP_216577.1	hypothetical protein	134	Rv2061c
NC_000962.3	2317169	2320753		minus	cobalamin biosynthesis protein CobN	cobN	888252	protein-coding			NP_216578.1	cobalamin biosynthesis protein CobN	1194	Rv2062c
NC_000962.3	2320831	2321064		plus	antitoxin MazE7	mazE7	3205116	protein-coding			YP_177657.1	antitoxin MazE7	77	Rv2063
NC_000962.3	2321057	2321467		plus	mRNA interferase MazF7	mazF7	14515888	protein-coding			YP_004837055.2	mRNA interferase MazF7	136	Rv2063A
NC_000962.3	2321451	2322542		plus	precorrin-3B synthase	cobG	888140	protein-coding			NP_216580.1	precorrin-3B synthase	363	Rv2064
NC_000962.3	2322552	2323178		plus	precorrin-8X methylmutase	cobH	888464	protein-coding			NP_216581.1	precorrin-8X methylmutase	208	Rv2065
NC_000962.3	2323175	2324701		plus	bifunctional S-adenosyl-L-methionine-precorrin-2 methyl transferase/precorrin-3 methylase	cobIJ	888483	protein-coding			NP_216582.1	bifunctional S-adenosyl-L-methionine-precorrin-2 methyl transferase/precorrin-3 methylase	508	Rv2066
NC_000962.3	2324647	2325870		minus	hypothetical protein		888752	protein-coding			NP_216583.1	hypothetical protein	407	Rv2067c
NC_000962.3	2325886	2326809		minus	beta-lactamase	blaC	888742	protein-coding			NP_216584.1	beta-lactamase	307	Rv2068c
NC_000962.3	2326944	2327501		plus	ECF RNA polymerase sigma factor SigC	sigC	888723	protein-coding			NP_216585.1	ECF RNA polymerase sigma factor SigC	185	Rv2069
NC_000962.3	2327491	2328225		minus	precorrin-6A reductase	cobK	887566	protein-coding			NP_216586.1	precorrin-6A reductase	244	Rv2070c
NC_000962.3	2328222	2328977		minus	precorrin-4 C(11)-methyltransferase	cobM	888521	protein-coding			NP_216587.1	precorrin-4 C(11)-methyltransferase	251	Rv2071c
NC_000962.3	2328974	2330146		minus	precorrin-6Y C(5,15)-methyltransferase	cobL	888321	protein-coding			NP_216588.1	precorrin-6Y C(5,15)-methyltransferase	390	Rv2072c
NC_000962.3	2330214	2330963		minus	oxidoreductase		887267	protein-coding			NP_216589.1	oxidoreductase	249	Rv2073c
NC_000962.3	2330993	2331406		plus	pyridoxamine 5'-phosphate oxidase		888523	protein-coding			NP_216590.1	pyridoxamine 5'-phosphate oxidase	137	Rv2074
NC_000962.3	2331416	2332879		minus	hypothetical protein		888771	protein-coding			NP_216591.1	hypothetical protein	487	Rv2075c
NC_000962.3	2333037	2333288		minus	hypothetical protein		887296	protein-coding			NP_216592.1	hypothetical protein	83	Rv2076c
NC_000962.3	2333323	2334294		minus	transmembrane protein		887785	protein-coding			NP_216593.1	transmembrane protein	323	Rv2077c
NC_000962.3	2334295	2334594		minus	hypothetical protein		3205060	protein-coding			YP_177658.1	hypothetical protein	99	Rv2077A
NC_000962.3	2335059	2335373		plus	hypothetical protein		888071	protein-coding			NP_216594.1	hypothetical protein	104	Rv2078
NC_000962.3	2335355	2337325		plus	hypothetical protein		887333	protein-coding			NP_216595.1	hypothetical protein	656	Rv2079
NC_000962.3	2337306	2337869		plus	lipoprotein LppJ	lppJ	887351	protein-coding			NP_216596.1	lipoprotein LppJ	187	Rv2080
NC_000962.3	2338065	2338505		minus	transmembrane protein		887348	protein-coding			NP_216597.1	transmembrane protein	146	Rv2081c
NC_000962.3	2338709	2340874		plus	hypothetical protein		887795	protein-coding			NP_216598.1	hypothetical protein	721	Rv2082
NC_000962.3	2340871	2341815		plus	hypothetical protein		887281	protein-coding			NP_216599.1	hypothetical protein	314	Rv2083
NC_000962.3	2341808	2342944		plus	hypothetical protein		887350	protein-coding			NP_216600.1	hypothetical protein	378	Rv2084
NC_000962.3	2343027	2343332		plus	hypothetical protein		888138	protein-coding			NP_216601.1	hypothetical protein	101	Rv2085
NC_000962.3	2343311	2343916		plus	hypothetical protein		888128	protein-coding			NP_216602.2	hypothetical protein	201	Rv2086
NC_000962.3	2344411	2346180		plus	transmembrane serine/threonine-protein kinase PknJ	pknJ	888322	protein-coding			NP_216604.1	transmembrane serine/threonine-protein kinase PknJ	589	Rv2088
NC_000962.3	2346197	2347324		minus	dipeptidase PepE	pepE	887719	protein-coding			NP_216605.1	dipeptidase PepE	375	Rv2089c
NC_000962.3	2347373	2348554		plus	5'-3' exonuclease		887924	protein-coding			NP_216606.1	5'-3' exonuclease	393	Rv2090
NC_000962.3	2348558	2349292		minus	membrane protein		887469	protein-coding			NP_216607.1	membrane protein	244	Rv2091c
NC_000962.3	2349334	2352054		minus	ATP-dependent DNA helicase HelY	helY	887736	protein-coding			NP_216608.1	ATP-dependent DNA helicase HelY	906	Rv2092c
NC_000962.3	2352103	2353029		minus	Sec-independent protein translocase transmembrane protein TatC	tatC	888068	protein-coding			NP_216609.1	Sec-independent protein translocase transmembrane protein TatC	308	Rv2093c
NC_000962.3	2353046	2353297		minus	Sec-independent protein translocase membrane-bound protein TatA	tatA	888086	protein-coding			NP_216610.1	Sec-independent protein translocase membrane-bound protein TatA	83	Rv2094c
NC_000962.3	2353365	2354315		minus	proteasome accessory factor C	pafC	888403	protein-coding			NP_216611.1	proteasome accessory factor C	316	Rv2095c
NC_000962.3	2354312	2355310		minus	proteasome accessory factor B	pafB	888436	protein-coding			NP_216612.1	proteasome accessory factor B	332	Rv2096c
NC_000962.3	2355319	2356677		minus	proteasome accessory factor PafA	pafA	888460	protein-coding			NP_216613.1	proteasome accessory factor PafA	452	Rv2097c
NC_000962.3	2356729	2358033		minus	uncharacterized gene	PE_PGRS36	888312	pseudogene						Rv2098c
NC_000962.3	2358033	2358206		minus	uncharacterized gene	PE21	887413	pseudogene						Rv2099c
NC_000962.3	2358389	2360041		plus	hypothetical protein		888454	protein-coding			NP_216616.1	hypothetical protein	550	Rv2100
NC_000962.3	2360240	2363281		plus	helicase HelZ	helZ	888635	protein-coding			NP_216617.2	helicase HelZ	1013	Rv2101
NC_000962.3	2363391	2364107		plus	hypothetical protein		888639	protein-coding			NP_216618.1	hypothetical protein	238	Rv2102
NC_000962.3	2364086	2364520		minus	ribonuclease VapC37	vapC37	888003	protein-coding			NP_216619.1	ribonuclease VapC37	144	Rv2103c
NC_000962.3	2364527	2364781		minus	antitoxin VapB37	vapB37	888014	protein-coding			NP_216620.1	antitoxin VapB37	84	Rv2104c
NC_000962.3	2364797	2365054		minus	hypothetical protein		19394677	protein-coding			YP_009030035.1	hypothetical protein	85	Rv2104a
NC_000962.3	2367359	2367655		plus	PE family protein PE22	PE22	887811	protein-coding			YP_177858.1	PE family protein PE22	98	Rv2107
NC_000962.3	2367711	2368442		plus	PPE family protein PPE36	PPE36	887814	protein-coding			YP_177859.1	PPE family protein PPE36	243	Rv2108
NC_000962.3	2368983	2369729		minus	proteasome subunit alpha	prcA	887538	protein-coding			NP_216625.1	proteasome subunit alpha	248	Rv2109c
NC_000962.3	2369726	2370601		minus	proteasome subunit beta	prcB	887508	protein-coding			NP_216626.1	proteasome subunit beta	291	Rv2110c
NC_000962.3	2370598	2370792		minus	ubiquitin-like protein Pup	pup	888788	protein-coding			NP_216627.1	ubiquitin-like protein Pup	64	Rv2111c
NC_000962.3	2370905	2372569		minus	pup deamidase/depupylase	dop	888290	protein-coding			NP_216628.1	pup deamidase/depupylase	554	Rv2112c
NC_000962.3	2372630	2373823		plus	integral membrane protein		887731	protein-coding			NP_216629.1	integral membrane protein	397	Rv2113
NC_000962.3	2373834	2374457		plus	hypothetical protein		887803	protein-coding			NP_216630.1	hypothetical protein	207	Rv2114
NC_000962.3	2374461	2376290		minus	proteasome-associated ATPase	mpa	887297	protein-coding			NP_216631.1	proteasome-associated ATPase	609	Rv2115c
NC_000962.3	2376571	2377140		plus	lipoprotein LppK	lppK	886029	protein-coding			NP_216632.1	lipoprotein LppK	189	Rv2116
NC_000962.3	2377148	2377441		plus	hypothetical protein		887685	protein-coding			NP_216633.1	hypothetical protein	97	Rv2117
NC_000962.3	2377470	2378312		minus	tRNA (adenine(58)-N(1))-methyltransferase		887374	protein-coding			NP_216634.1	tRNA (adenine(58)-N(1))-methyltransferase	280	Rv2118c
NC_000962.3	2378386	2379222		plus	hypothetical protein		888413	protein-coding			NP_216635.1	hypothetical protein	278	Rv2119
NC_000962.3	2379245	2379727		minus	integral membrane protein		887821	protein-coding			NP_216636.1	integral membrane protein	160	Rv2120c
NC_000962.3	2379806	2380660		minus	ATP phosphoribosyltransferase	hisG	888689	protein-coding			NP_216637.1	ATP phosphoribosyltransferase	284	Rv2121c
NC_000962.3	2380663	2380944		minus	phosphoribosyl-ATP pyrophosphatase	hisE	888671	protein-coding			YP_177860.1	phosphoribosyl-ATP pyrophosphatase	93	Rv2122c
NC_000962.3	2381071	2382492		plus	PPE family protein PPE37	PPE37	888710	protein-coding			YP_177861.1	PPE family protein PPE37	473	Rv2123
NC_000962.3	2382489	2386067		minus	methionine synthase	metH	888711	protein-coding			NP_216640.1	methionine synthase	1192	Rv2124c
NC_000962.3	2386293	2387171		plus	hypothetical protein		887798	protein-coding			NP_216641.1	hypothetical protein	292	Rv2125
NC_000962.3	2387202	2387972		minus	PE-PGRS family protein PE_PGRS37	PE_PGRS37	887791	protein-coding			YP_177862.1	PE-PGRS family protein PE_PGRS37	256	Rv2126c
NC_000962.3	2388616	2390085		plus	L-asparagine permease	ansP1	887715	protein-coding			YP_177863.1	L-asparagine permease	489	Rv2127
NC_000962.3	2390085	2390288		plus	transmembrane protein		887764	protein-coding			NP_216644.1	transmembrane protein	67	Rv2128
NC_000962.3	2390308	2391189		minus	oxidoreductase		887841	protein-coding			NP_216645.1	oxidoreductase	293	Rv2129c
NC_000962.3	2391215	2392459		minus	cysteine:1D-myo-inosityl 2-amino-2-deoxy--D-glucopyranoside ligase	mshC	887492	protein-coding			NP_216646.1	cysteine:1D-myo-inosityl 2-amino-2-deoxy--D-glucopyranoside ligase	414	Rv2130c
NC_000962.3	2392517	2393320		minus	3'(2'),5'-bisphosphate nucleotidase CysQ	cysQ	888142	protein-coding			NP_216647.1	3'(2'),5'-bisphosphate nucleotidase CysQ	267	Rv2131c
NC_000962.3	2393411	2393641		plus	hypothetical protein		887827	protein-coding			NP_216648.1	hypothetical protein	76	Rv2132
NC_000962.3	2393851	2394639		minus	hypothetical protein		887616	protein-coding			NP_216649.1	hypothetical protein	262	Rv2133c
NC_000962.3	2394650	2395237		minus	hypothetical protein		887844	protein-coding			NP_216650.1	hypothetical protein	195	Rv2134c
NC_000962.3	2395301	2396011		minus	hypothetical protein		887273	protein-coding			NP_216651.1	hypothetical protein	236	Rv2135c
NC_000962.3	2396008	2396838		minus	undecaprenyl-diphosphatase		887612	protein-coding			NP_216652.1	undecaprenyl-diphosphatase	276	Rv2136c
NC_000962.3	2396902	2397315		minus	hypothetical protein		888009	protein-coding			NP_216653.1	hypothetical protein	137	Rv2137c
NC_000962.3	2397330	2398406		plus	lipoprotein LppL	lppL	887303	protein-coding			NP_216654.1	lipoprotein LppL	358	Rv2138
NC_000962.3	2398720	2399793		plus	dihydroorotate dehydrogenase	pyrD	887326	protein-coding			NP_216655.1	dihydroorotate dehydrogenase	357	Rv2139
NC_000962.3	2399798	2400328		minus	hypothetical protein	TB18.6	888118	protein-coding			NP_216656.1	hypothetical protein	176	Rv2140c
NC_000962.3	2400376	2401722		minus	hypothetical protein		887384	protein-coding			YP_177864.1	hypothetical protein	448	Rv2141c
NC_000962.3	2401987	2402072		plus	tRNA-Leu	leuU	2700467	tRNA						Rvnt22
NC_000962.3	2402193	2402510		minus	toxin ParE2	parE2	888770	protein-coding			NP_216658.1	toxin ParE2	105	Rv2142c
NC_000962.3	2402507	2402722		minus	antitoxin ParD2	parD2	14515895	protein-coding			YP_007410825.1	antitoxin ParD2	71	Rv2142A
NC_000962.3	2402977	2404035		plus	hypothetical protein		887406	protein-coding			NP_216659.1	hypothetical protein	352	Rv2143
NC_000962.3	2404165	2404521		minus	transmembrane protein		888202	protein-coding			NP_216660.1	transmembrane protein	118	Rv2144c
NC_000962.3	2404616	2405398		minus	cell wall synthesis protein Wag31	wag31	888224	protein-coding			NP_216661.1	cell wall synthesis protein Wag31	260	Rv2145c
NC_000962.3	2405666	2405956		minus	transmembrane protein		888759	protein-coding			NP_216662.1	transmembrane protein	96	Rv2146c
NC_000962.3	2406118	2406843		minus	cell division protein SepF		887394	protein-coding			NP_216663.1	cell division protein SepF	241	Rv2147c
NC_000962.3	2406840	2407616		minus	hypothetical protein		888127	protein-coding			NP_216664.1	hypothetical protein	258	Rv2148c
NC_000962.3	2407622	2408374		minus	laccase domain-containing protein	yfiH	888121	protein-coding			NP_216665.1	laccase domain-containing protein	250	Rv2149c
NC_000962.3	2408385	2409524		minus	cell division protein FtsZ	ftsZ	888369	protein-coding			NP_216666.1	cell division protein FtsZ	379	Rv2150c
NC_000962.3	2409697	2410641		minus	cell division protein FtsQ	ftsQ	888367	protein-coding			NP_216667.1	cell division protein FtsQ	314	Rv2151c
NC_000962.3	2410638	2412122		minus	UDP-N-acetylmuramate--alanine ligase	murC	887983	protein-coding			NP_216668.1	UDP-N-acetylmuramate--alanine ligase	494	Rv2152c
NC_000962.3	2412119	2413351		minus	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol-N-acetylglucosamine transferase	murG	888036	protein-coding			NP_216669.1	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol-N-acetylglucosamine transferase	410	Rv2153c
NC_000962.3	2413348	2414922		minus	lipid II flippase FtsW	ftsW	887916	protein-coding			NP_216670.1	lipid II flippase FtsW	524	Rv2154c
NC_000962.3	2414934	2416394		minus	UDP-N-acetylmuramoylalanine--D-glutamate ligase	murD	888000	protein-coding			NP_216671.3	UDP-N-acetylmuramoylalanine--D-glutamate ligase	486	Rv2155c
NC_000962.3	2416396	2417475		minus	phospho-N-acetylmuramoyl-pentappeptidetransferase	murX	888098	protein-coding			NP_216672.1	phospho-N-acetylmuramoyl-pentappeptidetransferase	359	Rv2156c
NC_000962.3	2417472	2419004		minus	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	murF	887826	protein-coding			NP_216673.1	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	510	Rv2157c
NC_000962.3	2419001	2420608		minus	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase	murE	887252	protein-coding			NP_216674.1	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase	535	Rv2158c
NC_000962.3	2420631	2421665		minus	hypothetical protein		887236	protein-coding			NP_216675.1	hypothetical protein	344	Rv2159c
NC_000962.3	2421662	2422278		minus	uncharacterized gene		886254	pseudogene						Rv2160c
NC_000962.3	2422271	2423137		minus	hypothetical protein		887978	protein-coding			NP_216677.1	hypothetical protein	288	Rv2161c
